店铺id,店铺名称,风格标签,店铺评分,月销量,配送费用（元）,配置起步价（元）,配送时长（分钟）,店铺地址
159225327,好又多柳州螺蛳粉(学府店),米粉面馆,4.7,845,4.5,20,34,深圳市南山区南山街道学府路荔芳村A栋120号房
155792729,苏记潮式肠粉店,米粉面馆,4.4,685,5,15,29,深圳市南山区粤海街道学府路37-1号西部百货美食街专柜位置C1苏记潮式肠粉店
2143737,大草原烤羊腿,地方小吃,3.5,15,7,20,35,深圳市南山区南山街道学府路151-1号
156343710,锦香园东北饺子馆,饺子馄饨,4.5,363,4,20,39,深圳市南山区南头街道马家龙社区大新路祥泰公寓136-2号
157838075,万家凉皮（南山店）,地方小吃,4.8,1233,6,20,41,深圳市南山区南山街道向南村一坊38号102
156658679,尚寿司拌饭·乌冬(桂庙店）,盖浇饭,5,6,5,20,31,深圳市南山区粤海街道粤桂社区桂庙新村66栋102商铺
157911723,辣些年酸辣粉小吃店(科技园店),米粉面馆,4.8,945,5,15,37,深圳市南山区粤海街道科技园三十区六栋123铺
156031308,向南木桶饭,川湘菜,4.6,263,7,20,32,深圳市南山区南山街道向南西街42号铺
155336869,老卤匠（现代城华庭店）,地方小吃,5,53,6,20,39,深圳市南山区南山街道南光路现代城华庭六栋105
157680992,皇家鸡排(桂庙新村店),炸鸡炸串,4.1,144,2,8,37,深圳市南山区粤海街道桂庙新村西部美食街F1-2
53512,重庆小吃麻辣烫,米粉面馆,4,340,2,16,38,深圳市南山区学府路桂庙新村65—1号
485957,重庆鸡公煲,香锅砂锅,4.8,590,7,20,33,深圳市南山区南头街道南新路2233-5号
155758198,唐记柳州螺蛳粉(南头店),米粉面馆,4.9,1371,6.5,20,32,深圳市南山区南头街道南新路3083号大新商厦B栋2楼26号
161331270,醉香米线（南山中心店）,地方小吃,4.8,657,6,20,37,深圳市南山区南头街道红花园社区关口路46-16号
161253283,饭饭,川湘菜,4.7,354,6,20,41,深圳市南山区南山街道正龙村统建楼D栋2号
150166624,老长沙臭豆腐（常兴店）,炸鸡炸串,4,181,10,30,33,深圳市南山区南头街道常兴路一街29-4号
813252,米兰爱琳披萨,披萨意面,4.9,129,6.5,20,46,深圳市南山区南山街道南油第二工业区203栋一层B11号
961131,威记肠粉王（东滨店）,其他菜系,4.9,492,7.5,20,47,深圳市南山区招商街道东滨路163号兰园大厦23号铺
161203602,桂粉缘柳州螺蛳粉(南山店),米粉面馆,4.6,1745,6,15,41,深圳市南山区南山街道学府路仓前锦福苑8栋一楼101-1
1207403,CC鲜榨果蔬吧（保利广场店 ）,奶茶果汁,5,43,9,20,33,深圳市南山区海德一道与文心六路交汇处保利广场A区二层连廊AB201号铺
161122382,淘汰郎小火锅（深圳白石洲店）,火锅烤鱼,4.7,73,18,0,0,深圳市南山区沙河街道白石洲沙河工业区26栋101B号
2163506,唐记麻辣烫,麻辣烫,4.4,3491,6,20,43,深圳市南山区南头街道南新路2225号
161510448,东关吉祥(学府店),地方小吃,5,250,7,20,33,深圳市南山区南头街道学府路北侧168-12号国兴苑1009铺
1395521,森木土豪酸辣粉,米粉面馆,4.2,71,7.5,20,38,深圳市
161340628,喜记光明乳鸽,炸鸡炸串,5,38,6.5,20,43,深圳市南山区南山街道南山村东巷33号壹楼102
154186874,龙哥酸辣粉,其他菜系,4.8,54,6,20,25,深圳市南山区粤海街道学府路桂庙新村49-3
141623270,花记柳州螺蛳粉(南油店),米粉面馆,4.6,3022,5.5,20,43,深圳市南山区粤海街道南油B区32栋112室
153954292,钟记开心花甲粉,米粉面馆,4.9,99,7,20,34,深圳市南山区南头街道前海路大新新村102号104铺
162204966,麻辣诱惑·小龙虾外送（蛇口店）,鸭脖卤味,5,10,20,0,0,深圳市南山区粤海街道华明路1-21号1栋21
162204966,麻辣诱惑·小龙虾外送（蛇口店）,鸭脖卤味,5,10,20,0,0,深圳市南山区粤海街道华明路1-21号1栋21
159433726,重庆仔川粤风味馆,川湘菜,4.4,37,9,20,33,深圳市南山区南山大道与创业路交汇处南光城市花园1栋A22
159045359,老上海馄饨铺（学府店）,米粉面馆,4.3,212,5.5,20,36,深圳市南山区南头街道学府路荔馨村A1栋104
147493493,千代野日本小吃店,日韩料理,3.5,40,9,20,41,深圳市南山区粤海街道南海大道东保利城花园3#4#楼一楼A01商铺
161400843,正宗重庆麻辣烫(南园店),地方小吃,4.1,1671,6.5,20,47,深圳市南山区南山街道南园社区南园村正二坊41-42号104
156049335,正宗淮南牛肉汤,米粉面馆,4.8,136,6,20,30,深圳市南山区南山街道学府路怡国大厦群楼159-160-C铺
146802250,石板豆庭,地方小吃,5,9,6,20,26,深圳市南山区粤海街道桂庙新村68-3-4
150145253,舌头记西北小吃(南山店),地方小吃,4.7,300,6.5,20,45,深圳市南山区南山街道桂庙路253号北头村西街6A
161485415,美味工坊便当小炒,盖浇饭,4.3,84,6,20,27,深圳市南山区粤海街道学府路桂庙新村37号西部风味美食街A8
369715,炜荣潮味猪杂汤,米粉面馆,4.3,83,6.5,20,43,深圳市南山区南园新村新二坊14号一楼101
143176127,无味水饺(三诺店),饺子馄饨,4.7,150,6,20,32,深圳市南山区南山街道三诺智慧大厦L1-04-01号铺位
161411344,晨光烧饼(欢乐颂店),地方小吃,5,48,5.5,20,36,深圳市南山区南头街道3083号大新旺角1F69号铺
2162708,稻香轩桂林米粉（大新店）,米粉面馆,4.9,92,9,20,32,深圳市南山区桃源西路前海花园1栋1层商铺108号铺
150886884,贡茶(美食快线店),地方小吃,4.5,556,3.5,20,41,深圳市南山区南头街道常兴新村14-1一楼东面座起一号
145351452,广顺小炒店,川湘菜,4.4,10,10.5,20,38,深圳市南山区南山街道南山村正巷183-1号
161356629,津牛堂湖南米粉小吃,川湘菜,4.8,136,8.5,20,32,深圳市南山区南头街道学府路68-23
989806,口之情烧烤,烧烤,5,44,10.5,20,40,深圳市南山区前海路东侧阳光花地苑A座103
156169890,牛漫漫,地方小吃,5,41,6.5,20,31,深圳市南山区常兴路常兴花园首层45号
157694394,老上海馄饨王(南新店),地方小吃,4.6,898,5,20,39,深圳市南山区南头街道南新路2211
161351887,正宗长沙臭豆腐（南新店）,川湘菜,5,58,6.5,20,34,深圳市南山区南头街道南新路3041号首层商铺东楼1号
989806,口之情烧烤,烧烤,5,44,10.5,20,40,深圳市南山区前海路东侧阳光花地苑A座103
150155327,冰城烧烤店,东北菜,4.2,78,6,20,36,深圳市南山区南山街道南新路东侧富嘉名阁106号
1947955,沙县小吃(桂庙店),地方小吃,3.8,179,7,20,34,深圳市南山区向南西街26号一楼102号
155119948,元宝砂锅米线,米粉面馆,4.8,80,6,20,35,深圳市南山区南山街道南山大道与创业路交界处亿利达大厦1栋一楼街铺45号
156346217,口口香麻辣烫(红花园店),米粉面馆,4.5,105,6.5,20,27,深圳市南山区红花园5号103
161539653,聚味堂百味烧烤,烧烤,4.6,88,9,20,41,深圳市南山区南头街道南新路2137号
161351887,正宗长沙臭豆腐（南新店）,川湘菜,5,58,6.5,20,34,深圳市南山区南头街道南新路3041号首层商铺东楼1号
151686183,中国兰州牛肉拉面(关口店),盖浇饭,4.7,108,7,20,34,深圳市南山区南头街道关口路46-18
143186827,晋宝章大同刀削面,米粉面馆,5,119,8.5,20,38,深圳市南山区南头街道常兴路田厦统建楼三栋一楼97号
1532051,东北大馅水饺(常兴一街店),东北菜,4.8,79,7,20,38,深圳市南山区南头街道常兴一街29-5
155832208,小食刻,西餐,4,96,6,20,29,深圳市南山区粤海街道学府路桂庙新村35栋1-23号
155260080,长三角湘菜馆,川湘菜,5,150,7,20,34,深圳市南山区南山街道向南村一坊7号101
160182693,蒋阿姨砂锅凤爪（南门一坊店）,鸭脖卤味,5,143,7.5,20,47,深圳市南山区粤海街道南商路南门一坊B区115号
156833957,厚道陕西风味,西北菜,4.4,96,6.5,20,30,深圳市南山区南头街道荔芳村134号
161249767,柳螺香螺蛳粉(南山店),米粉面馆,4.7,536,3.5,20,41,深圳市南山区粤海街道南油生活B区32栋103
161174183,老长沙臭豆腐小吃店,地方小吃,4,92,5.5,20,43,深圳市南山区粤海街道后海新村登良路124号
156870119,休闲小站餐厅,粤菜,4.4,157,9,20,33,深圳市南山区南新路2005—1号二楼三楼
963849,一口鲜饺子馆（学府店）,饺子馄饨,4.5,157,7.5,20,33,深圳市南山区南山街道学府路荔芳村A栋117号
480025,王记隆江猪脚饭(南山中心店),简餐,4.8,747,6.5,20,36,深圳市南山区南山街道登良路64-7号
160144891,鲁二哥卤肉饭(桂庙店),米粉面馆,3.8,37,5.5,20,28,深圳市南山区粤海街道桂庙新村37-1号A9
963849,一口鲜饺子馆（学府店）,饺子馄饨,4.5,157,7.5,20,33,深圳市南山区南山街道学府路荔芳村A栋117号
154031638,1978饮品店,地方小吃,5,39,9,20,38,深圳市南山区南头街道桃园路223-7号
1194451,咸骨煲仔粥饺子王(南山总店),包子粥店,4.5,2672,6.5,20,45,深圳市南山区粤海街道华明路4号信泽南乐雅苑1栋103号铺
1868363,甜品世家(古城店),甜品,5,6,9,20,35,深圳市南山区南头街道南头城中山东街35号一楼101
156194405,巴蜀鱼庄（南山店）,川湘菜,5,39,8.5,20,49,深圳市南山区南山街道南山村东巷69-2
160182041,港台风味花甲王(南山店),米粉面馆,5,63,8.5,20,34,深圳市南山区南头街道常兴一街29-8号
157168937,沙县小吃（创业店）,米粉面馆,3.5,50,7,20,35,深圳市南山区南山街道创业路3093号
150126412,鲜点王,甜品,4.5,189,6,20,30,深圳市南山区南山大道与学府路交汇处南油福临苑103
156550274,不二碗,炸鸡炸串,4,60,7,20,34,深圳市南山区丁头村189号一楼101
159172880,香酥牛肉饼（学府店）,地方小吃,5,49,5.5,20,36,深圳市南山区南头街道常兴路90号-1
1354147,阿福哥烧烤,烧烤,4,52,8.5,20,34,深圳市南山区南头街道学府路69-29号
154160555,辣小嘴小吃(南光店),鸭脖卤味,4.4,3,6,20,35,深圳市南山区海德二道南光商业街38号
152307068,芸芳川小面,米粉面馆,4.7,63,9,20,34,深圳市南山区南头街道前海路前海花园1栋FA6商铺
159240491,原滋原味砵仔饭,简餐,3.7,321,4.5,20,37,深圳市南山区南头街道义学街一坊25号A商铺103
160250375,老上海馄饨铺（南山店）,米粉面馆,5,27,7.5,20,50,深圳市南山区粤海街道向南路210号101铺
147495967,老家鱼粉,米粉面馆,4.4,184,6,20,27,深圳市南山区粤海街道桂庙新村61栋102铺
156843462,云善料理（南山店）,日韩料理,5,3,8.5,20,32,深圳市南山区南山街道荔芳一街16-4号
157096751,老表瓦罐汤,粤菜,4.5,76,6.5,20,38,深圳市南山区南山街道阳光棕榈园25栋14号商铺
161317007,嘿小面（前海花园店）,米粉面馆,4.4,19,9,20,33,深圳市南山区南头街道前海路3009号前海花园1栋101号FA3
996915,煲仔咸骨粥，爽滑饺子王（向南村店）,地方小吃,5,122,7,20,33,南山区南山街道向南村向南西街21-1号
146055827,沙县小吃（桃园店）,盖浇饭,5,25,6,20,30,深圳市南山区南头街道桃园路5号-1
157145557,正宗砂锅麻辣烫(丁头村店),麻辣烫,5,20,6,20,33,深圳市南山区南山街道丁头村252号
156722952,岭南第一锅,地方小吃,4.4,42,7,20,34,深圳市南山区南头街道大新新村148号
1924034,香辣鸡煲,川湘菜,4.5,71,9,20,37,深圳市南山区南头街道南头街丽乐美居B栋101
1839151,沙县小吃（南光店）,盖浇饭,4.4,50,7,20,38,深圳市南山区南山街道南光路现代城华庭6栋17号-12
157964271,三鲜煲仔粥,包子粥店,5,81,7,20,35,深圳市南山区南头街道一甲东街6-3号
2232783,潮旺小沙牛火锅,粤菜,4.3,4,9,20,37,深圳市南山区南新路2032-6
154588349,夫妻俩东北小吃店,东北菜,4.1,77,7,20,37,深圳市南山区南山街道丁头村316号101
158650372,老上海馄饨铺（东滨店）,米粉面馆,4.4,54,11.5,20,37,深圳市南山区招商街道东滨路兰园大厦C座3栋37号
154200730,川渝面馆,川湘菜,4,79,8.5,20,36,深圳市南山区南头街道南新路常兴一街29-9号
157752341,秦云老太婆摊摊面,米粉面馆,0,0,8,20,26,深圳市南山区粤海街道学府路深圳市软件产业基地5栋D座1层23-24号铺
157077327,正宗重庆李记麻辣烫,麻辣烫,4.3,168,7.5,20,47,深圳市南山区南山街道南山村正一坊121号
161351611,普宁肠粉王（大板桥店）,米粉面馆,5,56,6,20,39,深圳市南山区南山街道大板桥巷46号-3
161289196,黄志强凉茶（南新路店）,其他菜系,4.8,148,6,20,39,深圳市南山区南山街道南新路2033号
1029138,常德牛肉粉（学府店）,米粉面馆,5,93,7.5,20,39,深圳市南山区南山街道学府路阳光棕榈园25栋8号
157802252,沙县小吃（北头豪苑店）,米粉面馆,4,22,9.5,20,33,深圳市南山区南山街道北头豪苑南新路1171-1
1524547,正宗桂林仔米粉,米粉面馆,5,43,6,20,30,深圳市南山区粤海街道科发路30区3栋8号铺
157169234,嘉源砂锅麻辣烫(大新店),麻辣烫,4.6,123,7,20,33,深圳市南山区南头街道大新新村165号1楼
155979453,五谷渔粉（向南路店）,米粉面馆,3.5,154,10.5,20,38,深圳市南山区南山街道南油第二工业区粤海路永安单身公寓115
157868786,肯德基宅急送现磨咖啡馆（高新店）,炸鸡炸串,5,3,9,0,30,深圳市南山区高新区南区综合服务楼1楼餐厅东北角
157676853,云龙串串香小吃店,米粉面馆,4.4,65,6.5,20,35,深圳市南山区南头街道常兴路金宝花园69号
156783794,正宗柳州螺狮粉(南山店),米粉面馆,4.8,125,9,20,33,深圳市南山区南头街道南新路常兴一街29-10号
156595275,沙县小吃（南山店）,米粉面馆,3.5,24,6.5,20,38,深圳市南山区南头街道南新路常兴一街16-7
143489674,老上海馄饨铺（粤海店）,饺子馄饨,4.5,773,7.5,20,45,深圳市南山区南山街道粤海路9-4号铺
150883688,嘉源砂锅麻辣烫(向南东村店),麻辣烫,4.1,56,6,20,32,深圳市南山区南山街道向南东村61栋101号
143472544,威记肠粉王（南光店）,米粉面馆,4.6,187,10.5,20,40,深圳市南山区南山街道南光路龙坤居2栋一层商铺01
161095365,常德牛肉粉（南园店）,米粉面馆,4,128,6.5,20,43,深圳市南山区南山街道南园村新三坊16号
1857230,爽滑饺子王(咸骨煲仔粥),包子粥店,5,54,9,20,37,深圳市南山区南头街道大新村新街花屋巷16号
161279659,二姐东北手工水饺麻辣烫,麻辣烫,3.7,118,6.5,20,46,深圳市南山区南山街道南园村正街94号
151656932,家乡鱼粥店,包子粥店,4.1,75,7,20,34,深圳市南山区南山街道南新路向南西街一坊14号之一
161138599,尚上膳品馄饨,地方小吃,5,47,7.5,20,48,深圳市南山区粤海街道南门一坊美食街B041
156782622,湘成记小吃店,米粉面馆,4.4,17,7,20,36,深圳市南山区大板桥巷41号之3号
161338494,客家厨坊,盖浇饭,4,13,7,20,39,深圳市南山区南头街道大新新村47栋105
161360039,张阿姨骨汤麻辣烫,米粉面馆,5,24,9,20,34,深圳市南山区南头街道大新新村102栋106铺
153181284,朱记原味汤粉王,米粉面馆,4.4,37,6,20,37,深圳市南山区南头街道大新路77号汇金家园C3铺位
161080524,振峰砂锅麻辣烫(常兴店),麻辣烫,4,46,8.5,20,35,深圳市南山区南头街道常兴一街常兴新村64栋4号铺
161629418,豫香面馆,米粉面馆,4.4,19,9,20,36,深圳市南山区南头街道大新新村149-1号
1064301,纤万嘉正宗麻辣烫,麻辣烫,4.1,121,6.5,20,42,深圳市南山区粤海街道登良路13-11
1868961,新兴客家三及第汤粉店,盖浇饭,4.4,6,8.5,20,33,深圳市南山区南山街道学府路荔芳一街6-6号
147048783,米萝咖啡,西餐,4.4,9,4.5,20,32,深圳市南山区粤海街道高新南一路中国科技开发院中科研发园三号楼裙楼302室
161993712,正宗三及第(麒麟店),米粉面馆,5,5,5,20,38,深圳市南山区南头街道宝龙路麒麟新村A栋18-5号
156732032,宝狮BURTs(南山店）,西餐,4.5,193,7,20,35,深圳市南山区南山街道南山大道1154-3号天源大厦裙楼1楼7B
160191438,食客加(学府店),盖浇饭,4.7,1546,7,20,31,深圳市南山区南山街道南新路丁头东村5号103铺
156342702,优滋缘（蔚蓝海岸店）,江浙菜,4.4,3,9.5,20,42,深圳市南山区粤海街道蔚蓝海岸社区二期18-27-28栋裙楼商铺103
159267524,LC猪扒包(来福士广场店),地方小吃,4.5,411,9.5,20,41,深圳市南山区南山街道南海大道2163号来福士广场B1-48A号
143448440,常德津市牛肉粉(登良店),米粉面馆,4.3,106,5.5,20,42,深圳市南山区南山街道登良路62-12A
157641498,五谷渔粉(关口店),米粉面馆,4.4,32,9,20,36,深圳市南山区南头街道东方美地苑关口路46号–13
862385,雪满天东北菜,其他菜系,4.8,757,6.5,20,49,深圳市南山区南山街道南光路与登良路交汇处龙佳园107
738479,五谷渔粉（深大店）,米粉面馆,4.6,193,6,20,28,深圳市南山区粤海街道学府路48-5号厚德品园01-13之二号商铺
2151143,一品韩国料理,日韩料理,3.6,44,7,20,35,深圳市南山区南头街道东方新地苑裙楼107
161279790,好再来阳光烧烤,烧烤,0,17,4,20,31,深圳市南山区粤海街道南海大道豪方花园4022号113商铺
941255,红荔村肠粉（南山店）,盖浇饭,4.7,1283,8.5,20,34,深圳市南山区南山大道南油福临苑101号
498337,张记三及第（常兴一街店）,简餐,4.4,69,8.5,20,37,深圳市南山区南头街道南新路35号综合楼一层商场之一
159234685,明记东北饺子坊(学府店),东北菜,5,78,4,20,36,深圳市南山区学府荔馨村A2栋105-108
155578065,深港荣钊记餐厅（常兴店）,烧腊饭,4.3,121,6,20,31,深圳市南山区南头街道常兴南路田厦统建楼一幢1号商铺
161387094,莫记麻辣烫,麻辣烫,4.7,42,7,20,37,深圳市南山区南头街道大新村新辅街61号东座01商铺
51908,原味汤粉王,米粉面馆,4,23,9,20,38,深圳市南山区南头街道大新村17栋17-9
161437190,春天里(软基店),盖浇饭,4.4,19,4,20,30,深圳市南山区学府路与科园路交汇处深圳市软件产业基地5栋裙楼01层19号商铺、20号商铺
154523336,龙记潮州砂锅粥,粤菜,3.7,42,10.5,20,43,深圳市南山区南新路南山村东巷37号1楼
1548116,兄弟龙虾烧烤,小龙虾,5,3,9,20,37,南山街道学府路华府花园1栋103B
159389271,柳螺记螺蛳粉(常兴店),米粉面馆,4.2,47,8.5,20,36,深圳市南山区南头街道常兴路田厦统建楼二栋一楼115-13号铺
1399362,贡茶大鸡排,炸鸡炸串,4.4,22,6.5,20,32,深圳市南山区南山街道南山大道中兴之家东座首层2017-15
156874027,BBC休闲餐吧,奶茶果汁,4.8,41,9,20,41,深圳市南山区南头街道前海路港湾丽都花园商铺131号
1470201,传奇冒菜（学府店）,麻辣烫,4.7,103,6.5,20,34,深圳市南山区南头街道学府路北侧荔馨村A1栋112
145353259,Missdy美斯迪 轻饮·轻食,奶茶果汁,5,54,9.5,20,41,深圳市南山区南山街道创业路3023号公园一号广场01层39-40号
1348317,遵义虾子张六羊肉粉,米粉面馆,5,87,7,20,37,深圳市南山区南头街道前海路大新商业中心首层59-60号
1564800,指尖寿司,日韩料理,4.9,42,1,20,37,深圳市南山区粤海街道南海路3688号深圳大学实验餐厅一楼荔园超市内104专柜
156187970,浏抄手重庆小面馆(常兴店),米粉面馆,4.2,75,6.5,20,30,深圳市南山区南头街道南头常兴路154号
2032351,小俩口东北水饺（丁头村店）,东北菜,5,94,7,20,33,深圳市南山区南山街道南新路丁头村189-3号
161082055,楼下的猫咖啡,甜品,5,68,6.5,20,34,深圳市南山区南头街道金鸡路四季丽晶公寓一楼1号商铺
157870945,鄢记重庆面庄,米粉面馆,4.7,17,7,20,34,深圳市南山区南头街道前海路一甲新村商业步行街33A号
156346157,丰茂晟烧烤,日韩料理,5,13,9,20,33,深圳市南山区南山街道向南商业街86号物业1楼
150852998,民间瓦罐汤（南贸市场店）,简餐,4,99,6.5,20,30,深圳市南山区南头街道南新路商业大厦第一层E-D轴线B商铺
483697,牛面坊,盖浇饭,5,70,9,20,31,深圳市南山区南山街道南新路2006-8
1909558,兰州拉面（南光店）,米粉面馆,5,48,8,20,30,深圳市南山区南山街道南光路南海明珠105C
910756,龙门花甲(深大店),地方小吃,5,27,8,20,26,深圳市南山区桂庙新村37号-1商铺
140122,快香楼城市快餐,简餐,4.1,131,6,0,35,深圳市南山区南山街道南光商业街26号
1388426,陕西凉皮,地方小吃,3.9,74,6.5,20,28,深圳市南山区南头街道常兴路126号常兴广场首层西17号商铺
145920966,联发餐厅(南山店),粤菜,4.9,27,5,20,41,深圳市南山区南山街道南山区南头街旺海怡苑商铺22号
1851822,广发快餐店,川湘菜,4.8,23,5,20,35,深圳市南山区南头街道前海路大新新村139号1楼
144577228,欧杰挪威三文鱼,日韩料理,3.5,4,10,100,0,深圳市南山区南山街道南山肉菜市场综合楼商业一层11号
156346157,丰茂晟烧烤,日韩料理,5,13,9,20,33,深圳市南山区南山街道向南商业街86号物业1楼
157986165,老乡亲土菜馆,盖浇饭,0,1,7.5,20,45,深圳市南山区南山街道南园村正街26号
2056186,福建沙县小吃,地方小吃,5,13,8,20,35,深圳市南山区南山大道2038号百仕成大厦首层C
155757185,小肥羊火锅,火锅烤鱼,5,10,8,20,33,深圳市南山区南山街道南山大道2068号南乔花园一层107号
1006181,顶尖牛杂(学府店),米粉面馆,4.4,12,8,20,31,深圳市南山区南山街道学府103-3
1804512,云南过桥米线（南山大道店）,米粉面馆,4.3,52,6.5,20,33,深圳市南山区南山街道荔芳村二街5-2号
1008043,一口鲜饺子馆,饺子馄饨,4.5,142,5.5,20,35,深圳市南山区南山街道南光村103
161164383,武汉热干面,地方小吃,4,46,6.5,20,36,深圳市南山区南头街道学府路桃厦一街2-5
1029048,黔派虾子羊肉粉学府路老店,地方小吃,4.4,319,4.5,20,33,深圳市南山区南山街道学府路荔芳村B栋130铺
409375,红苹果,简餐,4.4,33,8.5,20,32,深圳市南山区南头街273号大新宾馆1楼之二A铺
1321705,廖记川菜馆（城市快餐店）,川湘菜,4.9,1449,6.5,20,30,深圳市南山区南头街道红花路40-1
1851822,广发快餐店,川湘菜,4.8,23,5,20,35,深圳市南山区南头街道前海路大新新村139号1楼
156188330,政鑫汤粉店,米粉面馆,5,8,8.5,20,31,深圳市南山区红花园40号一楼之二
1561537,川香面馆(创业路店),盖浇饭,4.9,47,9,20,38,深圳市南山区南山街道创业路现代城华庭1-5栋裙楼A018
162459042,点点潮粥,包子粥店,0,0,2,20,0,深圳市南山区粤海街道桂庙新村西部创业园39-10
444837,俊记三及第,简餐,4.4,69,2,20,37,深圳市福田区华强北街道红荔枝村16栋底层往北第11间商铺
1312127,重庆小面（大新人人乐店）,米粉面馆,4.6,164,7,20,32,深圳市南山区南头街道前海路与学府路交汇处新德家园裙楼一层B4-4
155757949,老上海馄饨王(星海名城店),米粉面馆,5,60,7,20,36,深圳市南山区南头街道前海路星海名城二期八组6号铺
140122,快香楼城市快餐,简餐,4.1,131,6,0,35,深圳市南山区南山街道南光商业街26号
162492553,客聚缘,简餐,0,0,3,20,0,深圳市南山区南头街道南贸中心2栋A座1A
996804,合味肆,米粉面馆,4.7,73,5.5,20,34,深圳市南山区南山街道桂庙光彩新世纪家园裙楼301（113）61-1号
1910923,肆姑娘卷吧,汉堡,4.3,127,7,20,27,深圳市南山区南头街道桃园路与南光路交汇处田厦金牛广场负二层美食街肆姑娘卷吧
2056186,福建沙县小吃,地方小吃,5,13,8,20,35,深圳市南山区南山大道2038号百仕成大厦首层C
141613037,Pizza Square,披萨意面,5,5,8,20,31,深圳市南山区软件产业基地5栋裙楼01层
2126683,川湘美味鲜,川湘菜,3.5,45,7,20,38,深圳市南山区南头街道前海路大新村福惠街17号
161164383,武汉热干面,地方小吃,4,46,6.5,20,36,深圳市南山区南头街道学府路桃厦一街2-5
717259,三井寿(学府店),日韩料理,4.5,501,6.5,20,38,深圳市南山区南山街道学府荔芳村B栋129号
162234500,食在湘厨,盖浇饭,0,0,8.5,20,31,深圳市南山区南山街道学府路荔芳村荔芳A街B栋8号商铺
52572,湘赣木桶饭,简餐,4.8,136,5.5,20,34,深圳市南山区南山街道南光路南光村105号
409375,红苹果,简餐,4.4,33,8.5,20,32,深圳市南山区南头街273号大新宾馆1楼之二A铺
156188330,政鑫汤粉店,米粉面馆,5,8,8.5,20,31,深圳市南山区红花园40号一楼之二
1909558,兰州拉面（南光店）,米粉面馆,5,48,8,20,30,深圳市南山区南山街道南光路南海明珠105C
162459042,点点潮粥,包子粥店,0,0,2,20,0,深圳市南山区粤海街道桂庙新村西部创业园39-10
1388426,陕西凉皮,地方小吃,3.9,74,6.5,20,28,深圳市南山区南头街道常兴路126号常兴广场首层西17号商铺
483697,牛面坊,盖浇饭,5,70,9,20,31,深圳市南山区南山街道南新路2006-8
155792026,老上海馄饨（田厦金牛店）,米粉面馆,5,58,6,20,29,深圳市南山区南头街道桃园路与南光路交汇处田厦金牛广场B1楼A3-1号铺
1033364,唐记潮汕面馆,米粉面馆,5,24,7,20,35,深圳市南山区南山街道南新路顺富街1号
156282942,正宗重庆小面(南山店),米粉面馆,5,85,7.5,20,39,深圳市南山区南山街道南山村东巷46-2
958007,家家长沙米粉（前海店）,简餐,4.8,453,9,20,35,深圳市南山区南头街道前海路与学府路交汇处新德家园裙楼一层D1-2.E1B部分
1432496,民记正宗三及第,盖浇饭,4.4,17,6.5,20,34,深圳市南山区南山街道学府路荔芳村104号
910756,龙门花甲(深大店),地方小吃,5,27,8,20,26,深圳市南山区桂庙新村37号-1商铺
2003625,家乡饺子馆,东北菜,5,43,7,20,39,深圳市南山区学府路华府花园3栋101
156329163,十里飘香茶油鸭(南山家乐福店),川湘菜,4.7,163,6.5,20,36,深圳市南山区南头街道常兴路87号-4
140122,快香楼城市快餐,简餐,4.1,131,6,0,35,深圳市南山区南山街道南光商业街26号
156282942,正宗重庆小面(南山店),米粉面馆,5,85,7.5,20,39,深圳市南山区南山街道南山村东巷46-2
1851822,广发快餐店,川湘菜,4.8,23,5,20,35,深圳市南山区南头街道前海路大新新村139号1楼
1388426,陕西凉皮,地方小吃,3.9,74,6.5,20,28,深圳市南山区南头街道常兴路126号常兴广场首层西17号商铺
444837,俊记三及第,简餐,4.4,69,2,20,37,深圳市福田区华强北街道红荔枝村16栋底层往北第11间商铺
1321809,原味三及第,米粉面馆,4.5,566,2,15,46,深圳市南山区粤海街道桂庙新村37栋西部百货美食街A5档
161164383,武汉热干面,地方小吃,4,46,6.5,20,36,深圳市南山区南头街道学府路桃厦一街2-5
141613037,Pizza Square,披萨意面,5,5,8,20,31,深圳市南山区软件产业基地5栋裙楼01层
2247381,北方饺子馆,盖浇饭,3.7,94,9,20,35,深圳市南山区一甲片区东方新地苑裙楼103-104铺
1804512,云南过桥米线（南山大道店）,米粉面馆,4.3,52,6.5,20,33,深圳市南山区南山街道荔芳村二街5-2号
156485953,湖南土菜馆(南头店),川湘菜,4.8,90,9,20,35,深圳市南山区南头街道东方新地苑D栋17号
162220430,红烛川菜馆,川湘菜,5,3,9,20,38,深圳市南山区南山街道南新路2241号
159353104,杭州小笼包（前海店）,包子粥店,4.6,137,9,20,36,深圳市南山区南头街道前海花园1栋南面商铺108#
157022510,香临苑遵义羊肉粉,米粉面馆,0,0,10.5,20,34,南头街道前海桂湾路与月亮湾大道交汇处龙海商业广场南区146号铺
162220335,湖北菜馆（南山店）,川湘菜,0,5,7,20,35,深圳市南山区南山街道南新路丁头村11号
266377,真功夫（学府店）,盖浇饭,4.8,978,6,5,56,深圳市南山区学府路学府花园哈弗园（5栋）二层A
143481241,五谷渔粉（亿利达店）,米粉面馆,4.6,66,6.5,20,36,深圳市南山区南山街道南山大道1092号亿利达大厦1栋1楼49号铺
161360099,兵哥点心坊,炸鸡炸串,4.4,8,5.5,20,32,深圳市南山区南头街道常兴广场首层11-3铺
