店铺id,店铺名称,风格标签,店铺评分,月销量,配送费用（元）,配置起步价（元）,配送时长（分钟）,店铺地址
2184095,柳丝拂鲜花礼品店,鲜花,5,6,10,29,40,深圳市南山区南头街道南新路2042-7号
157842840,邓老凉茶（深大店）,甜品,5,56,8,20,26,深圳市南山区粤海街道学府路桂庙新村学府路桂庙新村37栋B1
155618787,韵琪贝可丽(深圳店),甜品,0,0,5,20,0,深圳市南山区南头街道前海路一甲海边新村商业步行街35号
161706687,子情贝诺（南新店）,甜品,4,2,8.5,20,32,深圳市南山区南头街道南新路3020-1号
154034157,深山果味,水果,4.4,23,10,30,0,深圳市南山区粤海街道登良路后海村s5栋103号铺
162167752,景怡花艺,水果,0,0,0,0,0,深圳市南山区南山街道南光社区创业路28号现代城华庭6栋南光路17-16
151634639,恋尚鲜花(深圳工业店),鲜花,4.4,1,5,20,0,深圳市南山区招商街道工业八路满家福157-2
851299,鲜花使者（缘情花坊店 ),鲜花,3.5,5,0,0,0,深圳市南山区粤海街道科技路北30区6栋硅谷公寓118
151672290,鲜果168,水果,5,32,5,30,0,深圳市南山区南山街道北头村西街8号101
155677024,百花缘,鲜花,5,21,9,98,42,深圳市南山区南山街道西海湾花园19A
153793665,我是酸奶君,奶茶果汁,5,4,6,20,27,深圳市南山区粤海街道学府路桂庙新村五十栋一楼四号铺
1135796,闪电购便利店(南山极速达店),便利店,4.9,39,5,29,0,杭州市西湖区文一西路830号蒋村商务中心B楼1-501室
625290,旋木烘焙,蛋糕,4.7,10,0,148,0,深圳市南山区蛇口街道后海滨路绿海湾花园22号铺
1432286,贡茶(高新园店),奶茶果汁,4.7,809,10,30,37,深圳市南山区粤海街道科慧路1号沛鸿电子大厦1楼108
161706687,子情贝诺（南新店）,甜品,4,2,8.5,20,32,深圳市南山区南头街道南新路3020-1号
156167272,花之吻花店,鲜花,4.4,1,0,100,0,深圳市南山区南山街道科苑北路科兴科学园A栋1座G层乐购超市内
155307462,家宝花艺,鲜花,5,2,0,0,0,深圳市南山区南头街道前海路荷兰花卉小镇B区2-1号
156700618,爱鲜蜂(正云路店),便利店,3.5,48,3,35,0,北京市朝阳区广顺北大街5号院内32号5003
857410,丰盛果园(新安店),水果,4.5,69,8,88,35,深圳市宝安区新安街道七区甲岸村70栋一楼102铺
157842840,邓老凉茶（深大店）,甜品,5,56,8,20,26,深圳市南山区粤海街道学府路桂庙新村学府路桂庙新村37栋B1
1135796,闪电购便利店(南山极速达店),便利店,4.9,39,5,29,0,杭州市西湖区文一西路830号蒋村商务中心B楼1-501室
2050512,优信正品商行,大型超市,5,36,0,35,0,深圳市南山区南头街道前海路西学府路北绿海名都1栋一层108C号商铺
153793665,我是酸奶君,奶茶果汁,5,4,6,20,27,深圳市南山区粤海街道学府路桂庙新村五十栋一楼四号铺
161172171,民心大药房（学府店）,药店,5,170,8,20,31,深圳市南山区南山大道西学府路北桃苑单身公寓A桃苑单身公寓B
156684968,mini寻梦鲜花(主题风店),鲜花,4,49,0,0,0,深圳市南山区南山街道学府106
156348517,八喜冰淇淋蛋糕（桂庙店）,蛋糕,5,20,0,15,0,深圳市南山区粤海街道桂庙新村47-2号
161360492,易购便利店,便利店,5,66,8,20,35,深圳市南山区南山街道南园村正街55号
847779,南山艾美花坊 ,鲜花,5,104,0,20,38,科技园科技路2号
154034157,深山果味,水果,4.4,23,10,30,0,深圳市南山区粤海街道登良路后海村s5栋103号铺
1208641,德国啤酒,大型超市,5,11,0,168,42,深圳市南山区南山街道南山大道与创业路交汇处南光城市花园1栋A17号
155677024,百花缘,鲜花,5,21,9,98,42,深圳市南山区南山街道西海湾花园19A
156273345,爱购便利店(南光店),大型超市,4.7,40,5,30,0,深圳市南山区南光村81号101
161706687,子情贝诺（南新店）,甜品,4,2,8.5,20,32,深圳市南山区南头街道南新路3020-1号
150024247,相思递鲜花(深圳店),鲜花,5,11,0,0,0,重庆市南岸区南坪街道南城大道199号
156022765,有约.茶饮,奶茶果汁,4.4,1,6,20,30,深圳市南山区粤海街道白石路桂庙新村50号201
156684968,mini寻梦鲜花(主题风店),鲜花,4,49,0,0,0,深圳市南山区南山街道学府106
156700618,爱鲜蜂(正云路店),便利店,3.5,48,3,35,0,北京市朝阳区广顺北大街5号院内32号5003
153793665,我是酸奶君,奶茶果汁,5,4,6,20,27,深圳市南山区粤海街道学府路桂庙新村五十栋一楼四号铺
2184095,柳丝拂鲜花礼品店,鲜花,5,6,10,29,40,深圳市南山区南头街道南新路2042-7号
156348517,八喜冰淇淋蛋糕（桂庙店）,蛋糕,5,20,0,15,0,深圳市南山区粤海街道桂庙新村47-2号
156273345,爱购便利店(南光店),大型超市,4.7,40,5,30,0,深圳市南山区南光村81号101
161950106,益力饮用水配送(海文店),便利店,5,6,4,20,0,深圳市南山区粤海街道书山路12-1号铺
161864154,蔬果坊,水果,0,4,0,10,0,深圳市南山区南山街道南新路丁头村北巷仓前锦福苑08栋福庆阁105之二
156355009,勃朗咖啡,甜品,4.4,46,8,20,28,深圳市南山区高新南七道001号深圳市数字技术园A1栋一楼C区
159214005,王子拉茶（深大店）,甜品,4.9,60,5,20,37,深圳市南山区粤海街道深圳大学西南宿舍区春旺小馆
143743089,百年意式咖啡(前海店),甜品,4,36,8,20,40,深圳市南山区前海路与学府路交汇处前海豪苑裙楼105B,106号铺
159254651,七天果辰（瑞峰花园店）,水果,4,29,9,20,33,深圳市南山区南山街道桂庙路22号向南瑞峰一楼A区167号商铺
159430856,蔬菜鲜生（桃园西海明珠店店）,蔬菜豆品,4,44,9,20,28,深圳市南山区南头街道桃园西海明珠E栋101B
159238174,和美便利店,大型超市,4.5,145,5,59,35,深圳市南山区南山街道南园村西街1-4号
161893238,Rico御果甘草水果(海岸城店),水果,5,32,7,20,35,深圳市南山区粤海街道海岸大厦西座141号铺
157207128,百艳千花,鲜花,0,0,0,0,0,深圳市南山区粤海街道粤兴三道南京大学深圳产学研基地写字楼A303号
161065652,又一站便利店,便利店,5,42,8,20,28,深圳市南山区粤海街道学府厚德品园48-13
157985319,全家便利店（储能大厦店）,便利店,4.8,130,8,20,25,深圳市南山区粤海街道科苑南路3099号中国储能大厦一层D单位
161430063,汇客,大型超市,0,2,5,20,0,深圳市南山区南山街道北头村86-4号
160251309,美利多,饮料冰品,5,5,10,20,37,深圳市南山区南头街道桃园路223大新实业股份有限公司办公楼西侧一楼商铺104号
161365447,花之岛鲜花店,鲜花,4.4,15,0,20,0,深圳市南山区粤海街道中信海文花园S13
161648076,花房姑娘(南沙路店),鲜花,5,7,0,20,0,深圳市南山区南山街道学府106
156741067,Hoss鲜花坊,鲜花,4.1,14,0,0,0,深圳市南山区沙河街道石洲北一号铺
1038277,跳舞兰深圳美林实体鲜花店,鲜花,5,2,0,0,0,深圳市南山区南头街道艺园东路缤纷年华商业裙楼A39-2
152294484,E点便利（深圳大学店）,便利店,3.7,113,5,20,28,深圳市南山区粤海街道科技中三路1号海王银河科技大厦103
156998690,佳缘鲜花（深圳前海店）,鲜花,0,1,0,0,0,深圳市南山区前海公园南山花卉世界A区9号
1766938,云顶贡茶（常兴店）,甜品,4.8,85,4.98,0,37,深圳市南山区南头街道常兴路126号常兴广场一层B5B6铺
156917589,蔬米乐,蔬菜豆品,5,90,5,20,36,深圳市南山区学府路国兴苑1001号
161140564,茶颜谷色,甜品,0,7,8,20,23,深圳市南山区粤海街道科苑南路3099号储能大厦1层B单元及附属单位
157699705,佳惠便利店(常兴店),便利店,4,24,9.5,20,34,深圳市南山区常兴路常兴新村704号102
150105027,邻活便利（港之优选学府店）,便利店,4.6,445,3,29,36,深圳市南山区南头街道南山大道赛格电子城1楼1A12
141713313,甘果喔(南山店),水果,4.9,91,6.5,20,41,深圳市南山区南山街道南山村东巷42号-2-3房
161504855,洋一(倍思乐店),蛋糕,0,1,7,20,28,深圳市南山区南头街道莲城社区艺园路38号缤纷年华家园商业裙楼A12号铺
161780211,九燕堂燕窝(蛇口店),休闲零食,4.6,7,10,0,49,深圳市南山区蛇口街道海滨路卓越维港名苑南区9-13栋裙楼1-26号商铺
161608138,塔斯奇（大新店）,甜品,5,25,5,20,41,深圳市南山区南头街道深圳市南山区南头街道前海路西桃园路南港湾丽都花园商铺202之一A铺
161612246,牛小花手工酸奶店(深大店),甜品,4.4,7,8,20,25,深圳市南山区粤海街道桂庙新村87号华城百货超市左侧
161915159,KING COFFEE现磨咖啡(深圳南山区桃园路21044),甜品,4.9,21,8,20,28,深圳市南山区桃园路田厦金牛广场A座-1和101号商铺
150004214,添逸鲜花（深圳宝安1店）,鲜花,4.4,8,0,0,0,深圳市宝安区新安街道前进一路灵芝园新村66-1
157696085,茶班生,甜品,4.3,18,8,20,27,深圳市南山区粤海街道桂庙新村学府城购物街（35-1）1楼10号
160194571,格兰德贝鲜花店,鲜花,0,4,0,0,0,深圳市南山区粤海街道南海大道东鹏龙商业城负1-8层部分之壹楼1L02-2号商铺
161828871,花千谷（芷鑫意浓鲜花店）,鲜花,0,0,0,0,0,深圳市南山区南山街道南海大道2013-1号
161677379,爱维雅鲜花店(南山店),鲜花,5,14,0,0,0,深圳市南山区粤海街道信合购物广场南山店一层107-01号商铺
161297152,菜谱园(南头街店),蔬菜豆品,4.7,12,8,20,29,广东省深圳市南山区南头街道桃园西海明珠E栋101B
161227444,Loe coffee,咖啡,3.5,44,3,20,25,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）（实深圳市南山区粤海街道深圳大学乔林阁一楼101室）
161878567,来伊份(桃园路店4911),休闲零食,5,2,9,20,0,深州市南山区南头街道桃园路86号常兴商场2层2029铺
154182295,惠来绿豆饼,休闲零食,5,16,6,20,40,深圳市南山区南山街道大板桥巷41-14
161911318,鲜果管家,水果,4,49,5,20,37,深圳市南山区南山街道南光路鸿瑞花园1007号铺
156803726,百香鲜果园(后海店),水果,4.3,104,9,20,35,深圳市南山区后海大道育德佳园2栋10号商铺
157491897,花兮花坊,鲜花,5,2,0,0,51,深圳市南山区招商街道蛇口荔园路29号
157450937,馨意鲜花（南山店）,鲜花,3.5,5,5,20,0,深圳市南山区粤海街道创业路2052-46
157942411,喜市多（粤兴门市店）,便利店,5,25,9,20,28,广州市天河区华景路169号自编406—1房
161142055,吉米多生活超市（科技园店）,大型超市,4.9,195,8,39,37,深圳市南山区粤海街道高新中二道豪芳现代豪园小区会所一楼1号
158954595,十九度C蛋糕坊,蛋糕,4.4,15,0,20,0,深圳市南山区南山街道仓前锦福苑8栋一楼丁头北巷10-13
153711706,果唯伊（南山店）,水果,5,28,10,20,35,深圳市南山区南头街道南新路3083号大新商厦B栋一楼65号
161338423,鲜生配送（南山店）,海鲜水产,5,10,10,50,36,深圳市南山区南头街道南景苑1-111和南景苑1-112
161597411,爱到花开(玉泉路店),鲜花,4,8,0,0,0,深圳市南山区南头街道玉泉路22号敬夕养老院2号铺
161036244,家旺饮用水配送(南山店),水站,4.8,62,0,0,37,深圳市南山区南头街道南山大道义学街27-3
519937,榴芒一刻蛋糕榴芒一刻蛋糕,蛋糕,4.8,46,0,20,22,深圳
157709899,果味优,水果,4.2,173,8,85,38,深圳市南山区粤海街道南油B区71栋1102房
161539617,便利通便利店(前海路店),饮料冰品,5,17,10.5,20,37,深圳市南山区南山街道桂庙以北前海路以南前海明珠114
156550784,卖茶Ⅱ代,甜品,5,2,8.5,20,35,深圳市南山区南头街道南新2060-8
162185801,御禧贡茶(南山店),咖啡,4.7,324,2,0,39,深圳市南山区南头街道常兴路常兴广场首层北C006号商铺
143515605,榴芒果(南山学府店),水果,4.5,1634,4,25,47,深圳市南山区南山街道南山大道2009号亿利达村3栋109号铺
1139255,贡茶,甜品,4.8,248,8,40,38,深圳市南山区沙河街道白石洲商业步行街C-1F31
161624854,天福便利店(大板桥店),饮料冰品,5,82,3,20,32,深圳市南山区南山街道大板桥巷8号1楼
161381250,百嘉惠便利商行,便利店,5,59,3,29,39,深圳市南山区南山街道南新路2021
155106929,泡芙蜜语,面包,4.8,222,7.9,25,40,深圳市南山区南头街道桃园路223号大新实业股份有限公司办公楼西侧一楼商铺101号铺
160193981,果艺(科技园店),水果,4.9,182,5,20,37,深圳市南山区粤海街道科技园58区5栋四单元107号
161921827,猴子树果汁吧(南山店),蛋糕,5,7,6,20,35,广东省深圳市南山区南山街道阳光棕榈园社区前海路2001号阳光棕榈园24栋108
156274804,圆果果（南山店）,水果,4.8,1107,3,18,48,深圳市南山区南山街道南光村91栋104号
255054,美宜佳便利店(白石洲店),大型超市,4.8,437,6,39,46,深圳市南山区沙河街道白石洲一街246号
161371400,贡茶（南新店）,咖啡,4.8,544,5.5,0,38,深圳市南山区南山街道深圳市南山区南山街道南新路北头豪苑1171-4号
159486185,爱果坊,水果,4.7,461,7,49,48,深圳市南山区粤海街道南油A区12栋101号房
156560332,顶食生活超市,大型超市,4.4,176,5,25,37,深圳市南山区南头街道桃园西海明珠E栋101B
161347145,爱鲜客蛋糕店,蛋糕,4.9,94,0,20,40,深圳市南山区桃源街道龙光社区龙井路光前村西区85号101
156138469,7星果园(南油店),水果,4.4,426,8,35.8,39,深圳市南山区南山街道南油B区26栋101
713596,易站24小时连锁(南山店),便利店,4.9,1766,10,20,40,深圳市南山区向南村大板桥巷13号103铺
458779,果小二,水果,4.8,1594,5,38,28,深圳市南山区粤海街道凯丽花园5栋101
151673142,CHEERS齐饮进口葡萄酒(深圳店),名酒坊,5,65,10,158,30,深圳市南山区南山街道南光路现代华庭第6栋107-3单元
161311065,S.Lcake欧菲克蛋糕(深圳店),蛋糕,4.6,228,0,20,36,深圳市南山区粤海街道兴南路南油B区24栋115-1
159488194,第1时间cake(深圳店),蛋糕,4.8,353,0,0,37,深圳市南山区南山街道前海路大新新村60号-1
1331618,栗上皇,休闲零食,5,63,9.9,180,35,深圳市南山区西丽街道松坪街5－3号
157223687,點茶(南山店),奶茶果汁,4.4,12,6,20,41,深圳市南山区南山街道丁头村318-1
161426200,善麟说-成人情趣外卖（南山地铁站店）,成人用品,4.6,110,8,90,36,深圳市南山区南山街道桂庙路向南东村8号
156039762,精酿啤酒,奶茶果汁,5,45,3,35,36,深圳市南山区粤海街道文心一路99号金钟大厦裙楼57号
161320412,铭兴鲜果园,水果,5,100,7,79,37,深圳市南山区南头街道一甲东街20-2
156237211,正丰商行便利店(南头店),大型超市,4.6,186,6,25,30,深圳市南山区南头城中山东街10号1楼101
161434640,爱丽舍(玉泉路店),休闲零食,5,2,0,0,0,深圳市南山区南头街道深圳南山区学府路荔苑小区综合楼一楼商铺第二间
156970176,Bingo果缤纷甘草水果,水果,4.9,196,9,89,39,深圳市南山区粤海街道创业路海珠城裙楼A区016号05号商铺
150560474,ampm便利店,大型超市,5,390,5,20,36,深圳市南山区粤海街道科发路1号福利臻大厦1栋12A号铺
159387609,天使鲜花(深圳南头店),鲜花,0,1,0,0,0,深圳市南山区南头街道红花路73号之一
152174470,叮当智慧(深圳市南山),药店,5,276,5,0,38,深圳市福田区福田街道金田路与福华路交汇处现代商务大厦1108
150113879,叮当快药(深圳市南山),药店,5,2240,5,0,39,深圳市南山区南山街道南海大道缤纷假日豪园C座1层商铺110号
156520361,果艺(南山店),水果,4.4,201,9,30,38,深圳市南山区南山街道正龙村69栋1层101号
161853067,优果乐(学府店),水果,4.4,51,3,20,39,深圳市南山区南山街道学府路学府花园103号
147521358,威煌厨具百货,便利店,5,59,5,40,38,深圳市南山区南山街道海德二道南光商业街42号
157085333,新奇饮品（南头店）,甜品,5,3,6,20,41,深圳市南山区南头街道深南1288中山东街71号
579614,安琪饼屋（南山店）,蛋糕,4.4,47,0,0,0,深圳市南山区现代城华庭1-5栋裙楼A032
161853674,花时尚鲜花店,水果,4.7,12,15,0,0,深圳市南山区沙河街道白石洲地铁站D出口9039-3号
158114686,仙宇茶饮(科兴科学园店),甜品,5,15,4,20,35,深圳市南山区粤海街道科苑路15号A栋G-05
158061558,旋木烘焙杯子蛋糕(海岸城店),蛋糕,4.9,40,0,148,38,深圳市南山区粤海街道文心五路33号海岸城广场第207号负一层018铺
154514346,喜酒便利店(南山店),便利店,4.9,398,8,35,48,深圳市南山区粤海街道建南路5号南油A区18栋102
156750360,尚之果甘草水果（南山店）,水果,5,95,6,20,40,深圳市南山区南头街道桃园路223号大新实业股份有限公司门前3号铺
162042381,去咖啡（桂庙店）,咖啡,5,78,0,20,42,深圳市南山区粤海街道桂庙新村28栋-1号
146936623,阳光便利店,便利店,4.7,67,5,35,41,深圳市南山区南山街道向南西村大板桥巷10—2号
161453454,爱颂客蛋糕坊(南山店),蛋糕,4.8,96,0,20,37,广东省深圳市南山区南山街道桂庙路向南东村5号A102号铺
161871287,水果忍者(学府店),水果,5,142,9,20,36,深圳市南山区南山街道桂庙路口向南东村9栋102号商铺
157996049,美姬鲜炖燕窝(桃园店),甜品,5,49,0,20,35,深圳市南山区南头街道常兴时代广场西座9F
157869903,致美鲜果,水果,5,71,5,39,32,深圳市南山区南山街道南园村正街14号
160204568,惊喜花坊（南山店）,鲜花,4.4,3,0,20,0,成都市青羊区培风横街259号2栋8号
161003244,欧陆情烘培艺术蛋糕,蛋糕,4.4,2,5,20,0,深圳市南山区沙河街道沙河街71号401
159389197,西芋工坊鲜果捞,水果,3.5,154,5,20,40,深圳市南山区南山街道南光村83栋110室
157488370,浅草时光,鲜花,5,1,20,20,0,深圳市南山区桃源街道龙井村2栋 1-2铺
159286987,南山枫叶花艺坊(南园店),鲜花,0,1,10,100,0,深圳市南山区南山街道南山大道1041-114号
157003015,猪多多（深圳2店）,甜品,5,1,0,0,0,深圳市龙华新区民治街道民强社区樟坑商业中心百易广场A栋L2-002
157169609,冰之优作雪域慕斯蛋糕(福田店),蛋糕,5,129,0,5,39,深圳市福田区梅林街道龙尾路大众公寓1栋一层18-10号房
151652579,阑花坊鲜花,鲜花,5,56,0,0,37,深圳市福田区华富街道花卉世界新市场E5
155951816,欧贝尔蛋糕店(深圳店),蛋糕,5,157,0,0,38,深圳市南山区桃源街道新屋村37号
155903761,花弄语(福田店),鲜花,4.4,19,10,29,0,深圳市福田区红荔路4018号花卉世界E14号
156132969,百分蛋糕（民田路店）,蛋糕,4.4,28,0,0,0,深圳市龙华新区民治街道民福楼B栋（首层B05号铺（民田路））
150985749,尚品花艺（青年店）,鲜花,5,1,0,0,0,深圳市宝安区石岩街道青年西路1号1-3
159432668,唯漫鲜花(深圳店),鲜花,3.5,30,0,0,0,深圳市福田区车公庙深南大道6019号金润大厦一楼大厅11号
150148601,花点时间（四川站店）,鲜花,0,1,0,0,0,北京市朝阳区北苑路169号1幢2层209室
857510,紫藤花艺坊鲜花蛋糕 深圳店,鲜花,0,3,0,0,0,厦门莲花北路蓉方里7号2室(莲花二村公交站旁)
1837556,旋木烘焙杯子蛋糕（皇庭广场店）,蛋糕,5,53,0,148,0,深圳市福田区福田街道福华三路118号皇庭国商购物广场B1层—2号商铺
161603826,花鲜生(香蜜湖店),鲜花,4,9,0,0,0,深圳市福田区香蜜湖街道香蜜湖农科花卉市场大棚区26号
1785642,欣悦花店,鲜花,5,4,0,0,0,深圳市龙岗区龙岗街道龙翔大道9002号105
161654002,全诚花递(花之都鲜花店),鲜花,0,5,0,0,0,深圳市龙华新区民治街道沙元埔村4栋1楼
992679,24楼鲜花蛋糕 深圳店,鲜花,4.4,3,0,0,0,深圳龙岗区平湖街道平湖社区简头岭新村
155679195,鲜花坊(早安弯之畔花坊店),鲜花,0,1,0,0,0,深圳市宝安区新安街道前进一路174号
1232034,天安花卉中心,鲜花,4.4,59,15,280,38,深圳市福田区沙头街道泰安五路天安数码城派出所旁
156065940,沐春风花坊,鲜花,0,3,0,0,0,深圳市福田区福田街道福华一路大中华国际广场裙楼1008号
858341,花见花开花店 ,鲜花,4.5,45,0,0,44,深圳市福田区福民路2号皇庭居一楼2-3
2199209,聚缘花艺（新日高百货店）,鲜花,5,3,0,168,0,深圳市宝安西乡街道固戍社区一路215号旁新日高百货一楼2号铺
502778,花丛灵蜂产品商店,大型超市,4.4,7,0,60,0,深圳市福田区下梅林农产品批发交易大厅第二层干货区9街2156号
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
1053043,香巴拉鲜花(深圳),鲜花,4.4,4,0,0,0,深圳市龙华新区民治街道锦绣江南一期A -219号铺
853137,说声我爱你520深圳鲜花蛋糕配送店 ,鲜花,5,7,0,0,0,新洲路1号
156042899,爱久久(晨曦花店),鲜花,4.4,1,0,0,0,深圳市龙岗区坂田街道五和社区光雅园八巷17号1楼
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
1785642,欣悦花店,鲜花,5,4,0,0,0,深圳市龙岗区龙岗街道龙翔大道9002号105
150148601,花点时间（四川站店）,鲜花,0,1,0,0,0,北京市朝阳区北苑路169号1幢2层209室
150042811,聚缘花艺（福田店）,鲜花,5,5,58,188,0,深圳市福田区沙头街道天安数码城久泰公寓1楼商铺208
857510,紫藤花艺坊鲜花蛋糕 深圳店,鲜花,0,3,0,0,0,厦门莲花北路蓉方里7号2室(莲花二村公交站旁)
1321538,馨语花艺（深圳店）,鲜花,5,24,0,0,51,深圳市宝安区新安街道建安一路1栋104
487800,太阳雨花坊(新园路店),鲜花,5,81,0,0,38,深圳市罗湖区东门街道新园路85号商铺
1230554,蛋糕花语烘焙坊,蛋糕,4.4,8,0,20,0,深圳市龙华新区民治街道梅林关民乐新村114栋103铺
161654002,全诚花递(花之都鲜花店),鲜花,0,5,0,0,0,深圳市龙华新区民治街道沙元埔村4栋1楼
159286921,蝶恋花品牌鲜花馆（梅华店）,鲜花,5,2,0,0,0,深圳市福田区福华三路星河国际花城裙楼二楼5101
640287,心怡蛋糕店,蛋糕,4.4,34,5,80,45,深圳市宝安区西乡街道后瑞社区后瑞华庭瑞盛百货11号商铺
150007863,花西拾鲜花（格格店）,鲜花,5,1,0,0,0,深圳市宝安区沙井街道沙头二路54号
804923,绿韵花艺,鲜花,4.4,4,0,0,0,深圳市盐田区大梅沙艺海路5号商铺
992679,24楼鲜花蛋糕 深圳店,鲜花,4.4,3,0,0,0,深圳龙岗区平湖街道平湖社区简头岭新村
911817,钟情鲜花,鲜花,5,37,0,0,0,深圳市罗湖区莲塘街道国威路192号16栋601
156065940,沐春风花坊,鲜花,0,3,0,0,0,深圳市福田区福田街道福华一路大中华国际广场裙楼1008号
161275759,豆蔻鲜花店,鲜花,5,27,5,20,38,深圳市龙华新区民治街道民治大道东边新村A区20栋101
2199209,聚缘花艺（新日高百货店）,鲜花,5,3,0,168,0,深圳市宝安西乡街道固戍社区一路215号旁新日高百货一楼2号铺
992679,24楼鲜花蛋糕 深圳店,鲜花,4.4,3,0,0,0,深圳龙岗区平湖街道平湖社区简头岭新村
1057863,天之美鲜花（田贝四路店）,鲜花,5,12,0,0,0,田贝四路万山珠宝园
1805718,麦香茶园,蛋糕,5,3,10,200,0,深圳市龙岗区坂田街道五和社区光雅园步行街8号
906757,花精灵鲜花店（深圳罗湖店）,鲜花,4.4,5,0,0,0,笋岗东路68号
156042899,爱久久(晨曦花店),鲜花,4.4,1,0,0,0,深圳市龙岗区坂田街道五和社区光雅园八巷17号1楼
487800,太阳雨花坊(新园路店),鲜花,5,81,0,0,38,深圳市罗湖区东门街道新园路85号商铺
159432668,唯漫鲜花(深圳店),鲜花,3.5,30,0,0,0,深圳市福田区车公庙深南大道6019号金润大厦一楼大厅11号
2199209,聚缘花艺（新日高百货店）,鲜花,5,3,0,168,0,深圳市宝安西乡街道固戍社区一路215号旁新日高百货一楼2号铺
156949995,大自然花艺,鲜花,4.4,1,0,0,0,深圳市福田区福田街道福虹路华强花园裙楼C座103-2A
150025337,清泉坊桶装水,大型超市,4.4,9,2,15,0,深圳市宝安区石岩街道香象路香象工业园宿舍1栋1楼103
161076588,舞花草(新钰阁店),鲜花,5,3,0,0,0,上海市青浦区南巷路1号1层D区196室
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
157870119,可寻花艺,鲜花,5,1,25,0,0,深圳市龙华区龙华街道公园路328号
162215202,西递易烘焙工作室,蛋糕,0,0,30,200,0,深圳市罗湖区南湖街道东门南路金龙大厦701
676936,万佳鲜花（深圳店）,鲜花,5,4,0,0,0,深圳市福田区梅华路上梅林街市10号门店
1321538,馨语花艺（深圳店）,鲜花,5,24,0,0,51,深圳市宝安区新安街道建安一路1栋104
1309749,朵朵花艺鲜花店,鲜花,4.8,75,0,0,37,深圳市宝安区新安街道新安四路269号
146949798,香雪花艺,鲜花,5,15,0,0,39,深圳市宝安区新安街道创业二路7号102-2号商铺
914683,朵尔花店（景田店）,鲜花,4.4,4,10,38,0,福田区莲花路缔梦园雅梦轩商铺108-3
640287,心怡蛋糕店,蛋糕,4.4,34,5,80,45,深圳市宝安区西乡街道后瑞社区后瑞华庭瑞盛百货11号商铺
155750280,幸福驿站花坊,鲜花,0,1,0,0,0,深圳市罗湖区莲塘街道梧桐山新居二期2栋203
156389388,深圳市龙岗区峰之欢桶装水店,水站,5,5,1,20,0,深圳市龙岗区布吉街道三联社区松园上村1巷7号101
1195463,绿艺花店,鲜花,5,6,58,188,51,深圳市罗湖区红桂路嘉福苑1037号旁怡康妇科对面
156516208,爱花居(建设东路店),鲜花,5,56,0,0,36,深圳市龙华新区龙华街道丹枫雅苑106铺
629795,妮依然品牌鲜花店(深圳店),鲜花,4.4,3,0,0,0,青岛市市北区温州路7号4层6户
157737748,爱维尔蛋糕店,蛋糕,5,5,0,20,0,深圳市罗湖区桂园街道红桂路红桂二街20号101
1309749,朵朵花艺鲜花店,鲜花,4.8,75,0,0,37,深圳市宝安区新安街道新安四路269号
1805718,麦香茶园,蛋糕,5,3,10,200,0,深圳市龙岗区坂田街道五和社区光雅园步行街8号
157870119,可寻花艺,鲜花,5,1,25,0,0,深圳市龙华区龙华街道公园路328号
640287,心怡蛋糕店,蛋糕,4.4,34,5,80,45,深圳市宝安区西乡街道后瑞社区后瑞华庭瑞盛百货11号商铺
161076588,舞花草(新钰阁店),鲜花,5,3,0,0,0,上海市青浦区南巷路1号1层D区196室
676936,万佳鲜花（深圳店）,鲜花,5,4,0,0,0,深圳市福田区梅华路上梅林街市10号门店
1232034,天安花卉中心,鲜花,4.4,59,15,280,38,深圳市福田区沙头街道泰安五路天安数码城派出所旁
906757,花精灵鲜花店（深圳罗湖店）,鲜花,4.4,5,0,0,0,笋岗东路68号
141674596,洋河蓝色金典酒荟,大型超市,5,7,1,200,49,深圳市龙华新区龙华街道油松第二住宅小区1栋1楼101
159185254,点点香蛋糕店,蛋糕,5,64,0,0,0,深圳市龙华区民治街道民福路向南新村向南一区40栋102号铺
1221658,澳之华红酒,名酒坊,5,20,8,138,0,深圳市宝安区新安街道中心区宝安大道西南侧花样年花郡115
2354568,维纳斯鲜花(深圳福田1店),鲜花,4.4,4,0,0,0,深圳市宝安新区新安街道幸福海岸一期4栋12D
157511052,妍露滋燕窝,奶茶果汁,4.4,1,0,0,49,深圳市福田区园岭街道八卦岭工业区厂房第525栋502室
153021496,唯瑞婚典花艺,水果,5,16,10,20,40,深圳市福田区福保街道福民路众孚新村183号商铺
157207806,花情缘花艺,鲜花,5,35,0,0,50,深圳市宝安区西乡街道华侨新村西堤三巷1号104室
787872,聚缘花艺,鲜花,5,5,588,188,51,广东省深圳市罗湖区红桂路嘉福苑1037号 天元大厦旁
160177222,恋上蛋糕坊,蛋糕,0,1,0,20,0,深圳市宝安区西乡街道河西二坊94号108铺
161304528,新机冷压果汁(深圳店),奶茶果汁,5,4,10,60,0,深圳市龙华新区龙华办事处清湖社区雪岗北路308号凤天创新科技产业园415
